Frame,Track_id,x_min,x_max,y_min,y_max
39,5,467,499,291,319
40,1,293,319,59,87
40,2,229,257,200,227
40,3,20,52,112,134
40,4,75,106,466,494
40,5,467,499,292,320
41,1,293,319,59,87
41,2,229,257,200,227
41,3,18,50,109,131
41,4,75,106,466,494
41,5,468,500,292,320
42,1,294,320,59,87
42,2,229,257,200,227
42,3,15,47,107,129
42,4,74,105,466,494
42,5,469,501,293,321
43,1,294,320,59,87
43,2,229,257,200,227
43,3,13,45,105,127
43,4,74,105,466,494
43,5,469,501,293,321
44,1,294,320,59,87
44,2,229,257,201,228
44,3,11,43,103,125
44,4,74,105,466,494
44,5,470,502,293,321
45,1,294,320,59,87
45,2,229,257,201,228
45,3,9,41,100,122
45,4,74,105,466,494
45,5,471,503,294,322
46,1,295,321,59,87
46,2,229,257,201,228
46,3,7,39,98,120
46,4,74,105,466,494
46,5,471,503,294,322
47,1,295,321,59,87
47,2,229,257,201,228
47,3,5,37,96,118
47,4,74,105,466,494
47,5,472,504,295,323
48,1,295,321,59,87
48,2,229,257,202,229
48,3,3,35,94,116
48,4,74,105,466,494
48,5,473,505,295,323
49,1,296,322,59,87
49,2,229,257,202,229
49,3,1,33,91,113
49,4,73,104,466,494
49,5,473,505,295,323
50,1,296,322,59,87
50,2,229,257,202,229
50,3,0,31,89,111
50,4,73,104,466,494
50,5,474,506,296,324
51,1,296,322,59,87
51,2,229,257,202,229
51,3,-2,29,87,109
51,4,73,104,466,494
51,5,475,507,296,324
52,1,297,323,59,87
52,2,229,257,202,229
52,4,73,104,466,494
52,5,475,507,297,325
53,1,297,323,59,87
53,2,229,257,203,230
53,4,73,104,466,494
53,5,476,508,297,325
54,1,297,323,59,87
54,2,229,257,203,230
54,4,73,104,466,494
54,5,477,509,297,325
55,1,297,323,60,88
55,2,229,257,203,230
55,4,72,103,466,494
55,5,477,509,298,326
56,1,298,324,60,88
56,2,229,257,203,230
56,4,72,103,466,494
56,5,478,510,298,326
57,1,298,324,60,88
57,2,230,258,204,231
57,4,72,103,466,494
57,5,479,511,299,327
58,1,298,324,60,88
58,2,230,258,204,231
58,4,72,103,466,494
58,5,479,511,299,327
59,1,299,325,60,88
59,2,230,258,204,231
59,4,72,103,466,494
59,5,480,512,299,327
60,1,299,325,60,88
60,2,230,258,204,231
60,4,72,103,466,494
61,1,299,325,60,88
61,2,230,258,205,232
61,4,72,103,466,494
62,1,300,326,60,88
62,2,230,258,205,232
62,4,71,102,466,494
63,1,300,326,60,88
63,2,230,258,205,232
63,4,71,102,466,494
64,1,300,326,60,88
64,2,230,258,205,232
64,4,71,102,466,494
65,1,300,326,60,88
65,2,230,258,206,233
65,4,71,102,466,494
66,1,301,327,60,88
66,2,230,258,206,233
66,4,71,102,466,494
67,1,301,327,60,88
67,2,230,258,206,233
67,4,71,102,466,494
68,1,301,327,60,88
68,2,230,258,206,233
68,4,71,102,466,494
69,1,302,328,60,88
69,2,230,258,206,233
69,4,70,101,466,494
70,1,302,328,60,88
70,2,230,258,207,234
70,4,70,101,466,494
71,1,302,328,60,88
71,2,230,258,207,234
71,4,70,101,466,494
72,1,302,328,60,88
72,2,230,258,207,234
72,4,70,101,466,494
73,1,303,329,60,88
73,2,230,258,207,234
73,4,70,101,466,494
74,1,303,329,60,88
74,2,230,258,208,235
74,4,70,101,466,494
75,1,303,329,60,88
75,2,230,258,208,235
75,4,69,100,466,494
76,1,304,330,60,88
76,2,230,258,208,235
76,4,69,100,466,494
77,1,304,330,60,88
77,2,230,258,208,235
77,4,69,100,466,494
78,1,304,330,60,88
78,2,230,258,209,236
78,4,69,100,466,494
79,1,305,331,60,88
79,2,230,258,209,236
79,4,69,100,466,494
80,1,305,331,60,88
80,2,230,258,209,236
80,4,69,100,466,494
81,1,305,331,60,88
81,2,230,258,209,236
81,4,69,100,466,494
82,1,305,331,61,89
82,2,230,258,210,237
82,4,68,99,466,494
83,1,306,332,61,89
83,2,230,258,210,237
83,4,68,99,466,494
84,1,306,332,61,89
84,2,230,258,210,237
84,4,68,99,466,494
85,1,306,332,61,89
85,2,231,259,210,237
85,4,68,99,466,494
86,1,307,333,61,89
86,2,231,259,210,237
86,4,68,99,466,494
87,1,307,333,61,89
87,2,231,259,211,238
87,4,68,99,466,494
88,1,307,333,61,89
88,2,231,259,211,238
88,4,67,98,466,494
89,1,307,333,61,89
89,2,231,259,211,238
89,4,67,98,466,494
90,1,308,334,61,89
90,2,231,259,211,238
90,4,67,98,466,494
91,1,308,334,61,89
91,2,231,259,212,239
91,4,67,98,466,494
92,1,308,334,61,89
92,2,231,259,212,239
92,4,67,98,466,494
93,1,309,335,61,89
93,2,231,259,212,239
93,4,67,98,466,494
94,1,309,335,61,89
94,2,231,259,212,239
94,4,67,98,466,494
95,1,309,335,61,89
95,2,231,259,213,240
95,4,66,97,466,494
96,1,310,336,61,89
96,2,231,259,213,240
96,4,66,97,466,494
97,1,310,336,61,89
97,2,231,259,213,240
97,4,66,97,466,494
98,1,310,336,61,89
98,2,231,259,213,240
98,4,66,97,466,494
99,1,310,336,61,89
99,2,231,259,213,240
99,4,66,97,466,494
100,1,311,337,61,89
100,2,231,259,214,241
100,4,66,97,466,494
101,1,311,337,61,89
101,2,231,259,214,241
101,4,66,97,466,494
102,1,311,337,61,89
102,2,231,259,214,241
102,4,65,96,466,494
103,1,312,338,61,89
103,2,231,259,214,241
103,4,65,96,466,494
104,1,312,338,61,89
104,2,231,259,215,242
104,4,65,96,466,494
105,1,312,338,61,89
105,2,231,259,215,242
105,4,65,96,466,494
106,1,313,339,61,89
106,2,231,259,215,242
106,4,65,96,466,494
107,1,313,339,61,89
107,2,231,259,215,242
107,4,65,96,466,494
108,1,313,339,62,90
108,2,231,259,216,243
108,4,64,95,466,494
109,1,313,339,62,90
109,2,231,259,216,243
109,4,64,95,466,494
110,1,314,340,62,90
110,2,231,259,216,243
110,4,64,95,466,494
111,1,314,340,62,90
111,2,231,259,216,243
111,4,64,95,466,494
112,1,314,340,62,90
112,2,232,260,217,244
112,4,64,95,466,494
113,1,315,341,62,90
113,2,232,260,217,244
113,4,64,95,466,494
114,1,315,341,62,90
114,2,232,260,217,244
114,4,64,95,466,494
115,1,315,341,62,90
115,2,232,260,217,244
115,4,63,94,466,494
116,1,315,341,62,90
116,2,232,260,217,244
116,4,63,94,466,494
117,1,316,342,62,90
117,2,232,260,218,245
117,4,63,94,466,494
118,1,316,342,62,90
118,2,232,260,218,245
118,4,63,94,466,494
119,1,316,342,62,90
119,2,232,260,218,245
119,4,63,94,466,494
120,1,317,343,62,90
120,2,232,260,218,245
120,4,63,94,466,494
121,1,317,343,62,90
121,2,232,260,219,246
121,4,63,94,466,494
122,1,317,343,62,90
122,2,232,260,219,246
122,4,62,93,466,494
123,1,318,344,62,90
123,2,232,260,219,246
123,4,62,93,466,494
124,1,318,344,62,90
124,2,232,260,219,246
124,4,62,93,466,494
125,1,318,344,62,90
125,2,232,260,220,247
125,4,62,93,466,494
126,1,318,344,62,90
126,2,232,260,220,247
126,4,62,93,466,494
127,1,319,345,62,90
127,2,232,260,220,247
127,4,62,93,466,494
128,1,319,345,62,90
128,2,232,260,220,247
128,4,61,92,466,494
129,1,319,345,62,90
129,2,232,260,221,248
129,4,61,92,466,494
130,1,320,346,62,90
130,2,232,260,221,248
130,4,61,92,466,494
131,1,320,346,62,90
131,2,232,260,221,248
131,4,61,92,466,494
132,1,320,346,62,90
132,2,232,260,221,248
132,4,61,92,466,494
133,1,320,346,62,90
133,2,232,260,221,248
133,4,61,92,466,494
134,1,321,347,63,91
134,2,232,260,222,249
134,4,61,92,466,494
135,1,321,347,63,91
135,2,232,260,222,249
135,4,60,91,466,494
136,1,321,347,63,91
136,2,232,260,222,249
136,4,60,91,466,494
137,1,322,348,63,91
137,2,232,260,222,249
137,4,60,91,466,494
138,1,322,348,63,91
138,2,232,260,223,250
138,4,60,91,466,494
139,1,322,348,63,91
139,2,232,260,223,250
139,4,60,91,466,494
140,1,323,349,63,91
140,2,233,261,223,250
140,4,60,91,466,494
141,1,323,349,63,91
141,2,233,261,223,250
141,4,59,90,466,494
142,1,323,349,63,91
142,2,233,261,224,251
142,4,59,90,466,494
143,1,323,349,63,91
143,2,233,261,224,251
143,4,59,90,466,494
144,1,324,350,63,91
144,2,233,261,224,251
144,4,59,90,466,494
145,1,324,350,63,91
145,2,233,261,224,251
145,4,59,90,466,494
146,1,324,350,63,91
146,2,233,261,225,252
146,4,59,90,466,494
147,1,325,351,63,91
147,2,233,261,225,252
147,4,59,90,466,494
148,1,325,351,63,91
148,2,233,261,225,252
148,4,58,89,466,494
149,1,325,351,63,91
149,2,233,261,225,252
149,4,58,89,466,494
150,1,325,351,63,91
150,2,233,261,225,252
150,4,58,89,466,494
151,1,326,352,63,91
151,2,233,261,226,253
151,4,58,89,466,494
152,1,326,352,63,91
152,2,233,261,226,253
152,4,58,89,466,494
153,1,326,352,63,91
153,2,233,261,226,253
153,4,58,89,466,494
154,1,327,353,63,91
154,2,233,261,226,253
154,4,58,89,466,494
155,1,327,353,63,91
155,2,233,261,227,254
155,4,57,88,466,494
156,1,327,353,63,91
156,2,233,261,227,254
156,4,57,88,466,494
157,1,328,354,63,91
157,2,233,261,227,254
157,4,57,88,466,494
158,1,328,354,63,91
158,2,233,261,227,254
158,4,57,88,466,494
159,1,328,354,63,91
159,2,233,261,228,255
159,4,57,88,466,494
160,1,328,354,63,91
160,2,233,261,228,255
160,4,57,88,466,494
161,1,329,355,64,92
161,2,233,261,228,255
161,4,56,87,466,494
162,1,329,355,64,92
162,2,233,261,228,255
162,4,56,87,466,494
163,1,329,355,64,92
163,2,233,261,229,256
163,4,56,87,466,494
164,1,330,356,64,92
164,2,233,261,229,256
164,4,56,87,466,494
165,1,330,356,64,92
165,2,233,261,229,256
165,4,56,87,466,494
166,1,330,356,64,92
166,2,233,261,229,256
166,4,56,87,466,494
167,1,331,357,64,92
167,2,234,262,229,256
167,4,56,87,466,494
168,1,331,357,64,92
168,2,234,262,230,257
168,4,55,86,466,494
169,1,331,357,64,92
169,2,234,262,230,257
169,4,55,86,466,494
170,1,331,357,64,92
170,2,234,262,230,257
170,4,55,86,466,494
171,1,332,358,64,92
171,2,234,262,230,257
171,4,55,86,466,494
172,1,332,358,64,92
172,2,234,262,231,258
172,4,55,86,466,494
173,1,332,358,64,92
173,2,234,262,231,258
173,4,55,86,466,494
174,1,333,359,64,92
174,2,234,262,231,258
174,4,54,85,466,494
175,1,333,359,64,92
175,2,234,262,231,258
175,4,54,85,466,494
176,1,333,359,64,92
176,2,234,262,232,259
176,4,54,85,466,494
177,1,333,359,64,92
177,2,234,262,232,259
177,4,54,85,466,494
178,1,334,360,64,92
178,2,234,262,232,259
178,4,54,85,466,494
179,1,334,360,64,92
179,2,234,262,232,259
179,4,54,85,466,494
180,1,334,360,64,92
180,2,234,262,232,259
180,4,54,85,466,494
181,1,335,361,64,92
181,2,234,262,233,260
181,4,53,84,466,494
182,1,335,361,64,92
182,2,234,262,233,260
182,4,53,84,466,494
183,1,335,361,64,92
183,2,234,262,233,260
183,4,53,84,466,494
184,1,336,362,64,92
184,2,234,262,233,260
184,4,53,84,466,494
185,1,336,362,64,92
185,2,234,262,234,261
185,4,53,84,466,494
186,1,336,362,64,92
186,2,234,262,234,261
186,4,53,84,466,494
187,1,336,362,65,93
187,2,234,262,234,261
187,4,53,84,466,494
188,1,337,363,65,93
188,2,234,262,234,261
188,4,52,83,466,494
189,1,337,363,65,93
189,2,234,262,235,262
189,4,52,83,466,494
190,1,337,363,65,93
190,2,234,262,235,262
190,4,52,83,466,494
191,1,338,364,65,93
191,2,234,262,235,262
191,4,52,83,466,494
192,1,338,364,65,93
192,2,234,262,235,262
192,4,52,83,466,494
193,1,338,364,65,93
193,2,234,262,236,263
193,4,52,83,466,494
194,1,338,364,65,93
194,2,234,262,236,263
194,4,51,82,466,494
195,1,339,365,65,93
195,2,235,263,236,263
195,4,51,82,466,494
196,1,339,365,65,93
196,2,235,263,236,263
196,4,51,82,466,494
197,1,339,365,65,93
197,2,235,263,236,263
197,4,51,82,466,494
198,1,340,366,65,93
198,2,235,263,237,264
198,4,51,82,466,494
199,1,340,366,65,93
199,2,235,263,237,264
199,4,51,82,466,494
200,1,340,366,65,93
200,2,235,263,237,264
200,4,51,82,466,494
201,1,341,367,65,93
201,2,235,263,237,264
201,4,50,81,466,494
202,1,341,367,65,93
202,2,235,263,238,265
202,4,50,81,466,494
203,1,341,367,65,93
203,2,235,263,238,265
203,4,50,81,466,494
204,1,341,367,65,93
204,2,235,263,238,265
204,4,50,81,466,494
205,1,342,368,65,93
205,2,235,263,238,265
205,4,50,81,466,494
206,1,342,368,65,93
206,2,235,263,239,266
206,4,50,81,466,494
207,1,342,368,65,93
207,2,235,263,239,266
207,4,50,81,466,494
208,1,343,369,65,93
208,2,235,263,239,266
208,4,49,80,466,494
209,1,343,369,65,93
209,2,235,263,239,266
209,4,49,80,466,494
210,1,343,369,65,93
210,2,235,263,240,267
210,4,49,80,466,494
211,1,344,370,65,93
211,2,235,263,240,267
211,4,49,80,466,494
212,1,344,370,65,93
212,2,235,263,240,267
212,4,49,80,466,494
213,1,344,370,66,94
213,2,235,263,240,267
213,4,49,80,466,494
214,1,344,370,66,94
214,2,235,263,240,267
214,4,48,79,466,494
215,1,345,371,66,94
215,2,235,263,241,268
215,4,48,79,466,494
216,1,345,371,66,94
216,2,235,263,241,268
216,4,48,79,466,494
217,1,345,371,66,94
217,2,235,263,241,268
217,4,48,79,466,494
218,1,346,372,66,94
218,2,235,263,241,268
218,4,48,79,466,494
219,1,346,372,66,94
219,2,235,263,242,269
219,4,48,79,466,494
220,1,346,372,66,94
220,2,235,263,242,269
220,4,48,79,466,494
221,1,346,372,66,94
221,2,235,263,242,269
221,4,47,78,466,494
222,1,347,373,66,94
222,2,236,264,242,269
222,4,47,78,466,494
223,1,347,373,66,94
223,2,236,264,243,270
223,4,47,78,466,494
224,1,347,373,66,94
224,2,236,264,243,270
224,4,47,78,466,494
225,1,348,374,66,94
225,2,236,264,243,270
225,4,47,78,466,494
226,1,348,374,66,94
226,2,236,264,243,270
226,4,47,78,466,494
227,1,348,374,66,94
227,2,236,264,244,271
227,4,46,77,466,494
228,1,349,375,66,94
228,2,236,264,244,271
228,4,46,77,466,494
229,1,349,375,66,94
229,2,236,264,244,271
229,4,46,77,466,494
230,1,349,375,66,94
230,2,236,264,244,271
230,4,46,77,466,494
231,1,349,375,66,94
231,2,236,264,244,271
231,4,46,77,466,494
232,1,350,376,66,94
232,2,236,264,245,272
232,4,46,77,466,494
233,1,350,376,66,94
233,2,236,264,245,272
233,4,46,77,466,494
234,1,350,376,66,94
234,2,236,264,245,272
234,4,45,76,466,494
235,1,351,377,66,94
235,2,236,264,245,272
235,4,45,76,466,494
236,1,351,377,66,94
236,2,236,264,246,273
236,4,45,76,466,494
237,1,351,377,66,94
237,2,236,264,246,273
237,4,45,76,466,494
238,1,351,377,66,94
238,2,236,264,246,273
238,4,45,76,466,494
239,1,352,378,66,94
239,2,236,264,246,273
239,4,45,76,466,494
240,1,352,378,67,95
240,2,236,264,247,274
240,4,45,76,466,494
241,1,352,378,67,95
241,2,236,264,247,274
241,4,44,75,466,494
242,1,353,379,67,95
242,2,236,264,247,274
242,4,44,75,466,494
243,1,353,379,67,95
243,2,236,264,247,274
243,4,44,75,466,494
244,1,353,379,67,95
244,2,236,264,248,275
244,4,44,75,466,494
245,1,354,380,67,95
245,2,236,264,248,275
245,4,44,75,466,494
246,1,354,380,67,95
246,2,236,264,248,275
246,4,44,75,466,494
247,1,354,380,67,95
247,2,236,264,248,275
247,4,43,74,466,494
248,1,354,380,67,95
248,2,236,264,248,275
248,4,43,74,466,494
249,1,355,381,67,95
249,2,236,264,249,276
249,4,43,74,466,494
250,1,355,381,67,95
250,2,237,265,249,276
250,4,43,74,466,494
251,1,355,381,67,95
251,2,237,265,249,276
251,4,43,74,466,494
252,1,356,382,67,95
252,2,237,265,249,276
252,4,43,74,466,494
253,1,356,382,67,95
253,2,237,265,250,277
253,4,43,74,466,494
254,1,356,382,67,95
254,2,237,265,250,277
254,4,42,73,466,494
255,1,357,383,67,95
255,2,237,265,250,277
255,4,42,73,466,494
256,1,357,383,67,95
256,2,237,265,250,277
256,4,42,73,466,494
257,1,357,383,67,95
257,2,237,265,251,278
257,4,42,73,466,494
258,1,357,383,67,95
258,2,237,265,251,278
258,4,42,73,466,494
259,1,358,384,67,95
259,2,237,265,251,278
259,4,42,73,466,494
260,1,358,384,67,95
260,2,237,265,251,278
260,4,41,72,466,494
261,1,358,384,67,95
261,2,237,265,251,278
261,4,41,72,466,494
262,1,359,385,67,95
262,2,237,265,252,279
262,4,41,72,466,494
263,1,359,385,67,95
263,2,237,265,252,279
263,4,41,72,466,494
264,1,359,385,67,95
264,2,237,265,252,279
264,4,41,72,466,494
265,1,359,385,67,95
265,2,237,265,252,279
265,4,41,72,466,494
266,1,360,386,68,96
266,2,237,265,253,280
266,4,41,72,466,494
267,1,360,386,68,96
267,2,237,265,253,280
267,4,40,71,466,494
268,1,360,386,68,96
268,2,237,265,253,280
268,4,40,71,466,494
269,1,361,387,68,96
269,2,237,265,253,280
269,4,40,71,466,494
270,1,361,387,68,96
270,2,237,265,254,281
270,4,40,71,466,494
271,1,361,387,68,96
271,2,237,265,254,281
271,4,40,71,466,494
272,1,362,388,68,96
272,2,237,265,254,281
272,4,40,71,466,494
273,1,362,388,68,96
273,2,237,265,254,281
273,4,40,71,466,494
274,1,362,388,68,96
274,2,237,265,255,282
274,4,39,70,466,494
275,1,362,388,68,96
275,2,237,265,255,282
275,4,39,70,466,494
276,1,363,389,68,96
276,2,237,265,255,282
276,4,39,70,466,494
277,1,363,389,68,96
277,2,238,266,255,282
277,4,39,70,466,494
278,1,363,389,68,96
278,2,238,266,255,282
278,4,39,70,466,494
279,1,364,390,68,96
279,2,238,266,256,283
279,4,39,70,465,493
280,1,364,390,68,96
280,2,238,266,256,283
280,4,38,69,465,493
281,1,364,390,68,96
281,2,238,266,256,283
281,4,38,69,464,492
282,1,364,390,68,96
282,2,238,266,256,283
282,4,38,69,464,492
283,1,365,391,68,96
283,2,238,266,257,284
283,4,38,69,464,492
284,1,365,391,68,96
284,2,238,266,257,284
284,4,38,69,464,492
285,1,365,391,68,96
285,2,238,266,257,284
285,4,38,69,464,492
286,1,366,392,68,96
286,2,238,266,257,284
286,4,38,69,464,492
287,1,366,392,68,96
287,2,238,266,258,285
287,4,37,68,464,492
288,1,366,392,68,96
288,2,238,266,258,285
288,4,37,68,464,492
289,1,367,393,68,96
289,2,238,266,258,285
289,4,37,68,464,492
290,1,367,393,68,96
290,2,238,266,258,285
290,4,37,68,464,492
291,1,367,393,68,96
291,2,238,266,259,286
291,4,37,68,464,492
292,1,367,393,69,97
292,2,238,266,259,286
292,4,37,68,464,492
293,1,368,394,69,97
293,2,238,266,259,286
293,4,36,67,464,492
294,1,368,394,69,97
294,2,238,266,259,286
294,4,36,67,464,492
295,1,368,394,69,97
295,2,238,266,259,286
295,4,36,67,464,492
296,1,369,395,69,97
296,2,238,266,260,287
296,4,36,67,464,492
297,1,369,395,69,97
297,2,238,266,260,287
297,4,36,67,464,492
298,1,369,395,69,97
298,2,238,266,260,287
298,4,36,67,464,492
299,1,369,395,69,97
299,2,238,266,260,287
299,4,36,67,464,492
300,1,370,396,69,97
300,2,238,266,261,288
300,4,35,66,464,492
301,1,370,396,69,97
301,2,238,266,261,288
301,4,35,66,464,492
302,1,370,396,69,97
302,2,238,266,261,288
302,4,35,66,464,492
303,1,371,397,69,97
303,2,238,266,261,288
303,4,35,66,464,492
304,1,371,397,69,97
304,2,238,266,262,289
304,4,35,66,464,492
305,1,371,397,69,97
305,2,239,267,262,289
305,4,35,66,464,492
306,1,372,398,69,97
306,2,239,267,262,289
306,4,35,66,464,492
307,1,372,398,69,97
307,2,239,267,262,289
307,4,34,65,464,492
308,1,372,398,69,97
308,2,239,267,263,290
308,4,34,65,464,492
309,1,372,398,69,97
309,2,239,267,263,290
309,4,34,65,464,492
310,1,373,399,69,97
310,2,239,267,263,290
310,4,34,65,464,492
311,1,373,399,69,97
311,2,239,267,263,290
311,4,34,65,464,492
312,1,373,399,69,97
312,2,239,267,263,290
312,4,34,65,464,492
313,1,374,400,69,97
313,2,239,267,264,291
313,4,33,64,464,492
314,1,374,400,69,97
314,2,239,267,264,291
314,4,33,64,464,492
315,1,374,400,69,97
315,2,239,267,264,291
315,4,33,64,464,492
316,1,375,401,69,97
316,2,239,267,264,291
316,4,33,64,464,492
317,1,375,401,69,97
317,2,239,267,265,292
317,4,33,64,464,492
318,1,375,401,69,97
318,2,239,267,265,292
318,4,33,64,464,492
319,1,375,401,70,98
319,2,239,267,265,292
319,4,33,64,464,492
320,1,376,402,70,98
320,2,239,267,265,292
320,4,32,63,464,492
321,1,376,402,70,98
321,2,239,267,266,293
321,4,32,63,464,492
322,1,376,402,70,98
322,2,239,267,266,293
322,4,32,63,464,492
323,1,377,403,70,98
323,2,239,267,266,293
323,4,32,63,464,492
324,1,377,403,70,98
324,2,239,267,266,293
324,4,32,63,464,492
325,1,377,403,70,98
325,2,239,267,267,294
325,4,32,63,464,492
326,1,377,403,70,98
326,2,239,267,267,294
326,4,32,63,464,492
327,1,378,404,70,98
327,2,239,267,267,294
327,4,31,62,464,492
328,1,378,404,70,98
328,2,239,267,267,294
328,4,31,62,464,492
329,1,378,404,70,98
329,2,239,267,267,294
329,4,31,62,464,492
330,1,379,405,70,98
330,2,239,267,268,295
330,4,31,62,464,492
331,1,379,405,70,98
331,2,239,267,268,295
331,4,31,62,464,492
332,1,379,405,70,98
332,2,240,268,268,295
332,4,31,62,464,492
333,1,380,406,70,98
333,2,240,268,268,295
333,4,30,61,464,492
334,1,380,406,70,98
334,2,240,268,269,296
334,4,30,61,464,492
335,1,380,406,70,98
335,2,240,268,269,296
335,4,30,61,464,492
336,1,380,406,70,98
336,2,240,268,269,296
336,4,30,61,464,492
337,1,381,407,70,98
337,2,240,268,269,296
337,4,30,61,464,492
338,1,381,407,70,98
338,2,240,268,270,297
338,4,30,61,464,492
339,1,381,407,70,98
339,2,240,268,270,297
339,4,30,61,464,492
340,1,382,408,70,98
340,2,240,268,270,297
340,4,29,60,464,492
341,1,382,408,70,98
341,2,240,268,270,297
341,4,29,60,464,492
342,1,382,408,70,98
342,2,240,268,271,298
342,4,29,60,464,492
343,1,382,408,70,98
343,2,240,268,271,298
343,4,29,60,464,492
344,1,383,409,70,98
344,2,240,268,271,298
344,4,29,60,464,492
345,1,383,409,71,99
345,2,240,268,271,298
345,4,29,60,464,492
346,1,383,409,71,99
346,2,240,268,271,298
346,4,28,59,464,492
347,1,384,410,71,99
347,2,240,268,272,299
347,4,28,59,464,492
348,1,384,410,71,99
348,2,240,268,272,299
348,4,28,59,464,492
349,1,384,410,71,99
349,2,240,268,272,299
349,4,28,59,464,492
350,1,385,411,71,99
350,2,240,268,272,299
350,4,28,59,464,492
351,1,385,411,71,99
351,2,240,268,273,300
351,4,28,59,464,492
352,1,385,411,71,99
352,2,240,268,273,300
352,4,28,59,464,492
353,1,385,411,71,99
353,2,240,268,273,300
353,4,27,58,464,492
354,1,386,412,71,99
354,2,240,268,273,300
354,4,27,58,464,492
