Frame,Track_id,x_min,x_max,y_min,y_max
69,4,46,81,102,134
70,2,325,362,137,169
70,3,65,97,334,370
70,4,46,81,102,134
71,2,326,363,137,169
71,3,65,97,334,370
71,4,45,80,102,134
72,2,326,363,137,169
72,3,65,97,334,370
72,4,45,80,103,135
73,2,326,363,137,169
73,3,64,96,334,370
73,4,45,80,103,135
74,2,326,363,137,169
74,3,64,96,335,371
74,4,45,80,103,135
75,2,326,363,137,169
75,3,64,96,335,371
75,4,45,80,104,136
76,2,326,363,137,169
76,3,64,96,335,371
76,4,45,80,104,136
77,2,327,364,137,169
77,3,64,96,335,371
77,4,45,80,104,136
78,2,327,364,137,169
78,3,64,96,335,371
78,4,45,80,105,137
79,2,327,364,137,169
79,3,64,96,336,372
79,4,44,79,105,137
80,2,327,364,137,169
80,3,64,96,336,372
80,4,44,79,105,137
81,2,327,364,137,169
81,3,64,96,336,372
81,4,44,79,106,138
82,2,327,364,137,169
82,3,64,96,336,372
82,4,44,79,106,138
83,2,328,365,137,169
83,3,64,96,336,372
83,4,44,79,106,138
84,2,328,365,137,169
84,3,64,96,336,372
84,4,44,79,107,139
85,2,328,365,137,169
85,3,64,96,337,373
85,4,44,79,107,139
86,2,328,365,137,169
86,3,64,96,337,373
86,4,44,79,107,139
87,2,328,365,137,169
87,3,63,95,337,373
87,4,44,79,108,140
88,2,328,365,137,169
88,3,63,95,337,373
88,4,43,78,108,140
89,2,329,366,137,169
89,3,63,95,337,373
89,4,43,78,108,140
90,2,329,366,137,169
90,3,63,95,338,374
90,4,43,78,108,140
91,2,329,366,137,169
91,3,63,95,338,374
91,4,43,78,109,141
92,2,329,366,137,169
92,3,63,95,338,374
92,4,43,78,109,141
93,2,329,366,137,169
93,3,63,95,338,374
93,4,43,78,109,141
94,2,329,366,137,169
94,3,63,95,338,374
94,4,43,78,110,142
95,2,329,366,137,169
95,3,63,95,338,374
95,4,43,78,110,142
96,2,330,367,137,169
96,3,63,95,339,375
96,4,42,77,110,142
97,2,330,367,138,170
97,3,63,95,339,375
97,4,42,77,111,143
98,2,330,367,138,170
98,3,63,95,339,375
98,4,42,77,111,143
99,2,330,367,138,170
99,3,63,95,339,375
99,4,42,77,111,143
100,2,330,367,138,170
100,3,63,95,339,375
100,4,42,77,112,144
101,2,330,367,138,170
101,3,62,94,340,376
101,4,42,77,112,144
102,2,331,368,138,170
102,3,62,94,340,376
102,4,42,77,112,144
103,2,331,368,138,170
103,3,62,94,340,376
103,4,42,77,113,145
104,2,331,368,138,170
104,3,62,94,340,376
104,4,42,77,113,145
105,2,331,368,138,170
105,3,62,94,340,376
105,4,41,76,113,145
106,2,331,368,138,170
106,3,62,94,340,376
106,4,41,76,113,145
107,2,331,368,138,170
107,3,62,94,341,377
107,4,41,76,114,146
108,2,332,369,138,170
108,3,62,94,341,377
108,4,41,76,114,146
109,2,332,369,138,170
109,3,62,94,341,377
109,4,41,76,114,146
110,2,332,369,138,170
110,3,62,94,341,377
110,4,41,76,115,147
111,2,332,369,138,170
111,3,62,94,341,377
111,4,41,76,115,147
112,2,332,369,138,170
112,3,62,94,342,378
112,4,41,76,115,147
113,2,332,369,138,170
113,3,62,94,342,378
113,4,40,75,116,148
114,2,333,370,138,170
114,3,62,94,342,378
114,4,40,75,116,148
115,2,333,370,138,170
115,3,61,93,342,378
115,4,40,75,116,148
116,2,333,370,138,170
116,3,61,93,342,378
116,4,40,75,117,149
117,2,333,370,138,170
117,3,61,93,342,378
117,4,40,75,117,149
118,2,333,370,138,170
118,3,61,93,343,379
118,4,40,75,117,149
119,2,333,370,138,170
119,3,61,93,343,379
119,4,40,75,118,150
120,2,334,371,138,170
120,3,61,93,343,379
120,4,40,75,118,150
121,2,334,371,138,170
121,3,61,93,343,379
121,4,40,75,118,150
122,2,334,371,138,170
122,3,61,93,343,379
122,4,39,74,119,151
123,2,334,371,138,170
123,3,61,93,344,380
123,4,39,74,119,151
124,2,334,371,138,170
124,3,61,93,344,380
124,4,39,74,119,151
125,2,334,371,138,170
125,3,61,93,344,380
125,4,39,74,119,151
126,2,334,371,138,170
126,3,61,93,344,380
126,4,39,74,120,152
127,2,335,372,138,170
127,3,61,93,344,380
127,4,39,74,120,152
128,2,335,372,138,170
128,3,61,93,344,380
128,4,39,74,120,152
129,2,335,372,138,170
129,3,60,92,345,381
129,4,39,74,121,153
130,2,335,372,138,170
130,3,60,92,345,381
130,4,38,73,121,153
131,2,335,372,138,170
131,3,60,92,345,381
131,4,38,73,121,153
132,2,335,372,138,170
132,3,60,92,345,381
132,4,38,73,122,154
133,2,336,373,138,170
133,3,60,92,345,381
133,4,38,73,122,154
134,2,336,373,138,170
134,3,60,92,346,382
134,4,38,73,122,154
135,2,336,373,138,170
135,3,60,92,346,382
135,4,38,73,123,155
136,2,336,373,138,170
136,3,60,92,346,382
136,4,38,73,123,155
137,2,336,373,138,170
137,3,60,92,346,382
137,4,38,73,123,155
138,2,336,373,138,170
138,3,60,92,346,382
138,4,38,73,124,156
139,2,337,374,138,170
139,3,60,92,346,382
139,4,37,72,124,156
140,2,337,374,138,170
140,3,60,92,347,383
140,4,37,72,124,156
141,2,337,374,138,170
141,3,60,92,347,383
141,4,37,72,124,156
142,2,337,374,138,170
142,3,60,92,347,383
142,4,37,72,125,157
143,2,337,374,138,170
143,3,59,91,347,383
143,4,37,72,125,157
144,2,337,374,138,170
144,3,59,91,347,383
144,4,37,72,125,157
145,2,338,375,139,171
145,3,59,91,348,384
145,4,37,72,126,158
146,2,338,375,139,171
146,3,59,91,348,384
146,4,37,72,126,158
147,2,338,375,139,171
147,3,59,91,348,384
147,4,37,72,126,158
148,2,338,375,139,171
148,3,59,91,348,384
148,4,36,71,127,159
149,2,338,375,139,171
149,3,59,91,348,384
149,4,36,71,127,159
150,2,338,375,139,171
150,3,59,91,349,385
150,4,36,71,127,159
151,2,339,376,139,171
151,3,59,91,349,385
151,4,36,71,128,160
152,2,339,376,139,171
152,3,59,91,349,385
152,4,36,71,128,160
153,2,339,376,139,171
153,3,59,91,349,385
153,4,36,71,128,160
154,2,339,376,139,171
154,3,59,91,349,385
154,4,36,71,129,161
155,2,339,376,139,171
155,3,59,91,349,385
155,4,36,71,129,161
156,2,339,376,139,171
156,3,59,91,350,386
156,4,35,70,129,161
157,2,339,376,139,171
157,3,58,90,350,386
157,4,35,70,130,162
158,2,340,377,139,171
158,3,58,90,350,386
158,4,35,70,130,162
159,2,340,377,139,171
159,3,58,90,350,386
159,4,35,70,130,162
160,2,340,377,139,171
160,3,58,90,350,386
160,4,35,70,130,162
161,2,340,377,139,171
161,3,58,90,351,387
161,4,35,70,131,163
162,2,340,377,139,171
162,3,58,90,351,387
162,4,35,70,131,163
163,2,340,377,139,171
163,3,58,90,351,387
163,4,35,70,131,163
164,2,341,378,139,171
164,3,58,90,351,387
164,4,35,70,132,164
165,2,341,378,139,171
165,3,58,90,351,387
165,4,34,69,132,164
166,2,341,378,139,171
166,3,58,90,351,387
166,4,34,69,132,164
167,2,341,378,139,171
167,3,58,90,352,388
167,4,34,69,133,165
168,2,341,378,139,171
168,3,58,90,352,388
168,4,34,69,133,165
169,2,341,378,139,171
169,3,58,90,352,388
169,4,34,69,133,165
170,2,342,379,139,171
170,3,58,90,352,388
170,4,34,69,134,166
171,2,342,379,139,171
171,3,57,89,352,388
171,4,34,69,134,166
172,2,342,379,139,171
172,3,57,89,353,389
172,4,34,69,134,166
173,2,342,379,139,171
173,3,57,89,353,389
173,4,33,68,135,167
174,2,342,379,139,171
174,3,57,89,353,389
174,4,33,68,135,167
175,2,342,379,139,171
175,3,57,89,353,389
175,4,33,68,135,167
176,2,343,380,139,171
176,3,57,89,353,389
176,4,33,68,135,167
177,2,343,380,139,171
177,3,57,89,353,389
177,4,33,68,136,168
178,2,343,380,139,171
178,3,57,89,354,390
178,4,33,68,136,168
179,2,343,380,139,171
179,3,57,89,354,390
179,4,33,68,136,168
180,2,343,380,139,171
180,3,57,89,354,390
180,4,33,68,137,169
181,2,343,380,139,171
181,3,57,89,354,390
181,4,33,68,137,169
182,2,343,380,139,171
182,3,57,89,354,390
182,4,32,67,137,169
183,2,344,381,139,171
183,3,57,89,355,391
183,4,32,67,138,170
184,2,344,381,139,171
184,3,57,89,355,391
184,4,32,67,138,170
185,2,344,381,139,171
185,3,56,88,355,391
185,4,32,67,138,170
186,2,344,381,139,171
186,3,56,88,355,391
186,4,32,67,139,171
187,2,344,381,139,171
187,3,56,88,355,391
187,4,32,67,139,171
188,2,344,381,139,171
188,3,56,88,355,391
188,4,32,67,139,171
189,2,345,382,139,171
189,3,56,88,356,392
189,4,32,67,140,172
190,2,345,382,139,171
190,3,56,88,356,392
190,4,31,66,140,172
191,2,345,382,139,171
191,3,56,88,356,392
191,4,31,66,140,172
192,2,345,382,140,172
192,3,56,88,356,392
192,4,31,66,141,173
193,2,345,382,140,172
193,3,56,88,356,392
193,4,31,66,141,173
194,2,345,382,140,172
194,3,56,88,357,393
194,4,31,66,141,173
195,2,346,383,140,172
195,3,56,88,357,393
195,4,31,66,141,173
196,2,346,383,140,172
196,3,56,88,357,393
196,4,31,66,142,174
197,2,346,383,140,172
197,3,56,88,357,393
197,4,31,66,142,174
198,2,346,383,140,172
198,3,56,88,357,393
198,4,31,66,142,174
199,2,346,383,140,172
199,3,55,87,357,393
199,4,30,65,143,175
200,2,346,383,140,172
200,3,55,87,358,394
200,4,30,65,143,175
201,2,347,384,140,172
201,3,55,87,358,394
201,4,30,65,143,175
202,2,347,384,140,172
202,3,55,87,358,394
202,4,30,65,144,176
203,2,347,384,140,172
203,3,55,87,358,394
203,4,30,65,144,176
204,2,347,384,140,172
204,3,55,87,358,394
204,4,30,65,144,176
205,2,347,384,140,172
205,3,55,87,359,395
205,4,30,65,145,177
206,2,347,384,140,172
206,3,55,87,359,395
206,4,30,65,145,177
207,2,348,385,140,172
207,3,55,87,359,395
207,4,29,64,145,177
208,2,348,385,140,172
208,3,55,87,359,395
208,4,29,64,146,178
209,2,348,385,140,172
209,3,55,87,359,395
209,4,29,64,146,178
210,2,348,385,140,172
210,3,55,87,359,395
210,4,29,64,146,178
211,2,348,385,140,172
211,3,55,87,360,396
211,4,29,64,146,178
212,2,348,385,140,172
212,3,55,87,360,396
212,4,29,64,147,179
213,2,348,385,140,172
213,3,54,86,360,396
213,4,29,64,147,179
214,2,349,386,140,172
214,3,54,86,360,396
214,4,29,64,147,179
215,2,349,386,140,172
215,3,54,86,360,396
215,4,29,64,148,180
216,2,349,386,140,172
216,3,54,86,361,397
216,4,28,63,148,180
217,2,349,386,140,172
217,3,54,86,361,397
217,4,28,63,148,180
218,2,349,386,140,172
218,3,54,86,361,397
218,4,28,63,149,181
219,2,349,386,140,172
219,3,54,86,361,397
219,4,28,63,149,181
220,2,350,387,140,172
220,3,54,86,361,397
220,4,28,63,149,181
221,2,350,387,140,172
221,3,54,86,361,397
221,4,28,63,150,182
222,2,350,387,140,172
222,3,54,86,362,398
222,4,28,63,150,182
223,2,350,387,140,172
223,3,54,86,362,398
223,4,28,63,150,182
224,2,350,387,140,172
224,3,54,86,362,398
224,4,27,62,151,183
225,2,350,387,140,172
225,3,54,86,362,398
225,4,27,62,151,183
226,2,351,388,140,172
226,3,54,86,362,398
226,4,27,62,151,183
227,2,351,388,140,172
227,3,53,85,363,399
227,4,27,62,152,184
228,2,351,388,140,172
228,3,53,85,363,399
228,4,27,62,152,184
229,2,351,388,140,172
229,3,53,85,363,399
229,4,27,62,152,184
230,2,351,388,140,172
230,3,53,85,363,399
230,4,27,62,152,184
231,2,351,388,140,172
231,3,53,85,363,399
231,4,27,62,153,185
232,2,352,389,140,172
232,3,53,85,363,399
232,4,27,62,153,185
233,2,352,389,140,172
233,3,53,85,364,400
233,4,26,61,153,185
234,2,352,389,140,172
234,3,53,85,364,400
234,4,26,61,154,186
235,2,352,389,140,172
235,3,53,85,364,400
235,4,26,61,154,186
236,2,352,389,140,172
236,3,53,85,364,400
236,4,26,61,154,186
237,2,352,389,140,172
237,3,53,85,364,400
237,4,26,61,155,187
238,2,353,390,140,172
238,3,53,85,365,401
238,4,26,61,155,187
239,2,353,390,140,172
239,3,53,85,365,401
239,4,26,61,155,187
240,2,353,390,141,173
240,3,53,85,365,401
240,4,26,61,156,188
241,2,353,390,141,173
241,3,52,84,365,401
241,4,25,60,156,188
242,2,353,390,141,173
242,3,52,84,365,401
242,4,25,60,156,188
243,2,353,390,141,173
243,3,52,84,365,401
243,4,25,60,157,189
244,2,353,390,141,173
244,3,52,84,366,402
244,4,25,60,157,189
245,2,354,391,141,173
245,3,52,84,366,402
245,4,25,60,157,189
246,2,354,391,141,173
246,3,52,84,366,402
246,4,25,60,157,189
247,2,354,391,141,173
247,3,52,84,366,402
247,4,25,60,158,190
248,2,354,391,141,173
248,3,52,84,366,402
248,4,25,60,158,190
249,2,354,391,141,173
249,3,52,84,367,403
249,4,25,60,158,190
250,2,354,391,141,173
250,3,52,84,367,403
250,4,24,59,159,191
251,2,355,392,141,173
251,3,52,84,367,403
251,4,24,59,159,191
252,2,355,392,141,173
252,3,52,84,367,403
252,4,24,59,159,191
253,2,355,392,141,173
253,3,52,84,367,403
253,4,24,59,160,192
254,2,355,392,141,173
254,3,52,84,367,403
254,4,24,59,160,192
255,2,355,392,141,173
255,3,51,83,368,404
255,4,24,59,160,192
256,2,355,392,141,173
256,3,51,83,368,404
256,4,24,59,161,193
257,2,356,393,141,173
257,3,51,83,368,404
257,4,24,59,161,193
258,2,356,393,141,173
258,3,51,83,368,404
258,4,23,58,161,193
259,2,356,393,141,173
259,3,51,83,368,404
259,4,23,58,162,194
260,2,356,393,141,173
260,3,51,83,369,405
260,4,23,58,162,194
261,2,356,393,141,173
261,3,51,83,369,405
261,4,23,58,162,194
262,2,356,393,141,173
262,3,51,83,369,405
262,4,23,58,163,195
263,2,357,394,141,173
263,3,51,83,369,405
263,4,23,58,163,195
264,2,357,394,141,173
264,3,51,83,369,405
264,4,23,58,163,195
265,2,357,394,141,173
265,3,51,83,369,405
265,4,23,58,163,195
266,2,357,394,141,173
266,3,51,83,370,406
266,4,23,58,164,196
267,2,357,394,141,173
267,3,51,83,370,406
267,4,22,57,164,196
268,2,357,394,141,173
268,3,51,83,370,406
268,4,22,57,164,196
269,2,358,395,141,173
269,3,50,82,370,406
269,4,22,57,165,197
270,2,358,395,141,173
270,3,50,82,370,406
270,4,22,57,165,197
271,2,358,395,141,173
271,3,50,82,371,407
271,4,22,57,165,197
272,2,358,395,141,173
272,3,50,82,371,407
272,4,22,57,166,198
273,2,358,395,141,173
273,3,50,82,371,407
273,4,22,57,166,198
274,2,358,395,141,173
274,3,50,82,371,407
274,4,22,57,166,198
275,2,358,395,141,173
275,3,50,82,371,407
275,4,21,56,167,199
276,2,359,396,141,173
276,3,50,82,371,407
276,4,21,56,167,199
277,2,359,396,141,173
277,3,50,82,372,408
277,4,21,56,167,199
278,2,359,396,141,173
278,3,50,82,372,408
278,4,21,56,168,200
279,2,359,396,141,173
279,3,50,82,372,408
279,4,21,56,168,200
280,2,359,396,141,173
280,3,50,82,372,408
280,4,21,56,168,200
281,2,359,396,141,173
281,3,50,82,372,408
281,4,21,56,168,200
282,2,360,397,141,173
282,3,50,82,373,409
282,4,21,56,169,201
283,2,360,397,141,173
283,3,49,81,373,409
283,4,21,56,169,201
284,2,360,397,141,173
284,3,49,81,373,409
284,4,20,55,169,201
285,2,360,397,141,173
285,3,49,81,373,409
285,4,20,55,170,202
286,2,360,397,141,173
286,3,49,81,373,409
286,4,20,55,170,202
287,2,360,397,142,174
287,3,49,81,373,409
287,4,20,55,170,202
288,2,361,398,142,174
288,3,49,81,374,410
288,4,20,55,171,203
289,2,361,398,142,174
289,3,49,81,374,410
289,4,20,55,171,203
290,2,361,398,142,174
290,3,49,81,374,410
290,4,20,55,171,203
291,2,361,398,142,174
291,3,49,81,374,410
291,4,20,55,172,204
292,2,361,398,142,174
292,3,49,81,374,410
292,4,20,55,172,204
293,2,361,398,142,174
293,3,49,81,375,411
293,4,19,54,172,204
294,2,362,399,142,174
294,3,49,81,375,411
294,4,19,54,173,205
295,2,362,399,142,174
295,3,49,81,375,411
295,4,19,54,173,205
296,2,362,399,142,174
296,3,49,81,375,411
296,4,19,54,173,205
297,2,362,399,142,174
297,3,48,80,375,411
297,4,19,54,174,206
298,2,362,399,142,174
298,3,48,80,376,412
298,4,19,54,174,206
299,2,362,399,142,174
299,3,48,80,376,412
299,4,19,54,174,206
300,2,363,400,142,174
300,3,48,80,376,412
300,4,19,54,174,206
301,2,363,400,142,174
301,3,48,80,376,412
301,4,18,53,175,207
302,2,363,400,142,174
302,3,48,80,376,412
302,4,18,53,175,207
303,2,363,400,142,174
303,3,48,80,376,412
303,4,18,53,175,207
304,2,363,400,142,174
304,3,48,80,377,413
304,4,18,53,176,208
305,2,363,400,142,174
305,3,48,80,377,413
305,4,18,53,176,208
306,2,363,400,142,174
306,3,48,80,377,413
306,4,18,53,176,208
307,2,364,401,142,174
307,3,48,80,377,413
307,4,18,53,177,209
308,2,364,401,142,174
308,3,48,80,377,413
308,4,18,53,177,209
309,2,364,401,142,174
309,3,48,80,378,414
309,4,18,53,177,209
310,2,364,401,142,174
310,3,48,80,378,414
310,4,17,52,178,210
311,2,364,401,142,174
311,3,47,79,378,414
311,4,17,52,178,210
312,2,364,401,142,174
312,3,47,79,378,414
312,4,17,52,178,210
313,2,365,402,142,174
313,3,47,79,378,414
313,4,17,52,179,211
314,2,365,402,142,174
314,3,47,79,378,414
314,4,17,52,179,211
315,2,365,402,142,174
315,3,47,79,379,415
315,4,17,52,179,211
316,2,365,402,142,174
316,3,47,79,379,415
316,4,17,52,179,211
317,2,365,402,142,174
317,3,47,79,379,415
317,4,17,52,180,212
318,2,365,402,142,174
318,3,47,79,379,415
318,4,16,51,180,212
319,2,366,403,142,174
319,3,47,79,379,415
319,4,16,51,180,212
320,2,366,403,142,174
320,3,47,79,380,416
320,4,16,51,181,213
321,2,366,403,142,174
321,3,47,79,380,416
321,4,16,51,181,213
322,2,366,403,142,174
322,3,47,79,380,416
322,4,16,51,181,213
323,2,366,403,142,174
323,3,47,79,380,416
323,4,16,51,182,214
324,2,366,403,142,174
324,3,47,79,380,416
324,4,16,51,182,214
325,2,367,404,142,174
325,3,46,78,380,416
325,4,16,51,182,214
326,2,367,404,142,174
326,3,46,78,381,417
326,4,16,51,183,215
327,2,367,404,142,174
327,3,46,78,381,417
327,4,15,50,183,215
328,2,367,404,142,174
328,3,46,78,381,417
328,4,15,50,183,215
329,2,367,404,142,174
329,3,46,78,381,417
329,4,15,50,184,216
330,2,367,404,142,174
330,3,46,78,381,417
330,4,15,50,184,216
331,2,367,404,142,174
331,3,46,78,382,418
331,4,15,50,184,216
332,2,368,405,142,174
332,3,46,78,382,418
332,4,15,50,185,217
333,2,368,405,142,174
333,3,46,78,382,418
333,4,15,50,185,217
334,2,368,405,142,174
334,3,46,78,382,418
334,4,15,50,185,217
335,2,368,405,143,175
335,3,46,78,382,418
335,4,14,49,185,217
336,2,368,405,143,175
336,3,46,78,382,418
336,4,14,49,186,218
337,2,368,405,143,175
337,3,46,78,383,419
337,4,14,49,186,218
338,2,369,406,143,175
338,3,46,78,383,419
338,4,14,49,186,218
339,2,369,406,143,175
339,3,45,77,383,419
339,4,14,49,187,219
340,2,369,406,143,175
340,3,45,77,383,419
340,4,14,49,187,219
341,2,369,406,143,175
341,3,45,77,383,419
341,4,14,49,187,219
342,2,369,406,143,175
342,3,45,77,384,420
342,4,14,49,188,220
343,2,369,406,143,175
343,3,45,77,384,420
343,4,14,49,188,220
344,2,370,407,143,175
344,3,45,77,384,420
344,4,13,48,188,220
345,2,370,407,143,175
345,3,45,77,384,420
345,4,13,48,189,221
346,2,370,407,143,175
346,3,45,77,384,420
346,4,13,48,189,221
347,2,370,407,143,175
347,3,45,77,384,420
347,4,13,48,189,221
348,2,370,407,143,175
348,3,45,77,385,421
348,4,13,48,190,222
349,2,370,407,143,175
349,3,45,77,385,421
349,4,13,48,190,222
350,2,371,408,143,175
350,3,45,77,385,421
350,4,13,48,190,222
351,2,371,408,143,175
351,3,45,77,385,421
351,4,13,48,190,222
352,2,371,408,143,175
352,3,45,77,385,421
352,4,12,47,191,223
353,2,371,408,143,175
353,3,44,76,386,422
353,4,12,47,191,223
354,2,371,408,143,175
354,3,44,76,386,422
354,4,12,47,191,223
355,2,371,408,143,175
355,3,44,76,386,422
355,4,12,47,192,224
356,2,372,409,143,175
356,3,44,76,386,422
356,4,12,47,192,224
357,2,372,409,143,175
357,3,44,76,386,422
357,4,12,47,192,224
358,2,372,409,143,175
358,3,44,76,386,422
358,4,12,47,193,225
359,2,372,409,143,175
359,3,44,76,387,423
359,4,12,47,193,225
360,2,372,409,143,175
360,3,44,76,387,423
360,4,12,47,193,225
361,2,372,409,143,175
361,3,44,76,387,423
361,4,11,46,194,226
362,2,372,409,143,175
362,3,44,76,387,423
362,4,11,46,194,226
363,2,373,410,143,175
363,3,44,76,387,423
363,4,11,46,194,226
364,2,373,410,143,175
364,3,44,76,388,424
364,4,11,46,195,227
365,2,373,410,143,175
365,3,44,76,388,424
365,4,11,46,195,227
366,2,373,410,143,175
366,3,44,76,388,424
366,4,11,46,195,227
367,2,373,410,143,175
367,3,43,75,388,424
367,4,11,46,196,228
368,2,373,410,143,175
368,3,43,75,388,424
368,4,11,46,196,228
369,2,374,411,143,175
369,3,43,75,388,424
369,4,10,45,196,228
370,2,374,411,143,175
370,3,43,75,389,425
370,4,10,45,196,228
371,2,374,411,143,175
371,3,43,75,389,425
371,4,10,45,197,229
372,2,374,411,143,175
372,3,43,75,389,425
372,4,10,45,197,229
373,2,374,411,143,175
373,3,43,75,389,425
373,4,10,45,197,229
374,2,374,411,143,175
374,3,43,75,389,425
374,4,10,45,198,230
375,2,375,412,143,175
375,3,43,75,390,426
375,4,10,45,198,230
376,2,375,412,143,175
376,3,43,75,390,426
376,4,10,45,198,230
377,2,375,412,143,175
377,3,43,75,390,426
377,4,10,45,199,231
378,2,375,412,143,175
378,3,43,75,390,426
378,4,9,44,199,231
379,2,375,412,143,175
379,3,43,75,390,426
379,4,9,44,199,231
380,2,375,412,143,175
380,3,43,75,390,426
