Frame,Track_ID,x_min,x_max,y_min,y_max
86,2,309,346,122,154
86,3,0,32,333,369
87,1,132,162,302,337
87,2,309,346,121,153
87,3,0,31,333,369
88,1,132,162,302,337
88,2,309,346,121,153
89,1,133,163,302,337
89,2,309,346,121,153
90,1,133,163,302,337
90,2,309,346,121,153
91,1,133,163,302,337
91,2,309,346,121,153
92,1,134,164,302,337
92,2,309,346,121,153
93,1,134,164,303,338
93,2,309,346,120,152
94,1,135,165,303,338
94,2,308,345,120,152
95,1,135,165,303,338
95,2,308,345,120,152
96,1,135,165,303,338
96,2,308,345,120,152
97,1,136,166,303,338
97,2,308,345,120,152
98,1,136,166,303,338
98,2,308,345,120,152
99,1,137,167,303,338
99,2,308,345,119,151
100,1,137,167,303,338
100,2,308,345,119,151
101,1,137,167,303,338
101,2,308,345,119,151
102,1,138,168,303,338
102,2,308,345,119,151
103,1,138,168,303,338
103,2,308,345,119,151
104,1,139,169,303,338
104,2,308,345,119,151
105,1,139,169,303,338
105,2,308,345,118,150
106,1,139,169,303,338
106,2,308,345,118,150
107,1,140,170,303,338
107,2,308,345,118,150
108,1,140,170,304,339
108,2,308,345,118,150
109,1,141,171,304,339
109,2,307,344,118,150
110,1,141,171,304,339
110,2,307,344,118,150
111,1,142,172,304,339
111,2,307,344,117,149
112,1,142,172,304,339
112,2,307,344,117,149
113,1,142,172,304,339
113,2,307,344,117,149
114,1,143,173,304,339
114,2,307,344,117,149
115,1,143,173,304,339
115,2,307,344,117,149
116,1,144,174,304,339
116,2,307,344,117,149
117,1,144,174,304,339
117,2,307,344,116,148
118,1,144,174,304,339
118,2,307,344,116,148
119,1,145,175,304,339
119,2,307,344,116,148
120,1,145,175,304,339
120,2,307,344,116,148
121,1,146,176,304,339
121,2,307,344,116,148
122,1,146,176,304,339
122,2,307,344,116,148
123,1,146,176,304,339
123,2,307,344,116,148
124,1,147,177,305,340
124,2,306,343,115,147
125,1,147,177,305,340
125,2,306,343,115,147
126,1,148,178,305,340
126,2,306,343,115,147
127,1,148,178,305,340
127,2,306,343,115,147
128,1,148,178,305,340
128,2,306,343,115,147
129,1,149,179,305,340
129,2,306,343,115,147
130,1,149,179,305,340
130,2,306,343,114,146
131,1,150,180,305,340
131,2,306,343,114,146
132,1,150,180,305,340
132,2,306,343,114,146
133,1,151,181,305,340
133,2,306,343,114,146
134,1,151,181,305,340
134,2,306,343,114,146
135,1,151,181,305,340
135,2,306,343,114,146
136,1,152,182,305,340
136,2,306,343,113,145
137,1,152,182,305,340
137,2,306,343,113,145
138,1,153,183,305,340
138,2,306,343,113,145
139,1,153,183,306,341
139,2,305,342,113,145
140,1,153,183,306,341
140,2,305,342,113,145
141,1,154,184,306,341
141,2,305,342,113,145
142,1,154,184,306,341
142,2,305,342,112,144
143,1,155,185,306,341
143,2,305,342,112,144
144,1,155,185,306,341
144,2,305,342,112,144
145,1,155,185,306,341
145,2,305,342,112,144
146,1,156,186,306,341
146,2,305,342,112,144
147,1,156,186,306,341
147,2,305,342,112,144
148,1,157,187,306,341
148,2,305,342,111,143
149,1,157,187,306,341
149,2,305,342,111,143
150,1,157,187,306,341
150,2,305,342,111,143
151,1,158,188,306,341
151,2,305,342,111,143
152,1,158,188,306,341
152,2,305,342,111,143
153,1,159,189,306,341
153,2,305,342,111,143
154,1,159,189,307,342
154,2,305,342,110,142
155,1,160,190,307,342
155,2,304,341,110,142
156,1,160,190,307,342
156,2,304,341,110,142
157,1,160,190,307,342
157,2,304,341,110,142
158,1,161,191,307,342
158,2,304,341,110,142
159,1,161,191,307,342
159,2,304,341,110,142
160,1,162,192,307,342
160,2,304,341,109,141
161,1,162,192,307,342
161,2,304,341,109,141
162,1,162,192,307,342
162,2,304,341,109,141
163,1,163,193,307,342
163,2,304,341,109,141
164,1,163,193,307,342
164,2,304,341,109,141
165,1,164,194,307,342
165,2,304,341,109,141
166,1,164,194,307,342
166,2,304,341,108,140
167,1,164,194,307,342
167,2,304,341,108,140
168,1,165,195,307,342
168,2,304,341,108,140
169,1,165,195,308,343
169,2,304,341,108,140
170,1,166,196,308,343
170,2,303,340,108,140
171,1,166,196,308,343
171,2,303,340,108,140
172,1,166,196,308,343
172,2,303,340,107,139
173,1,167,197,308,343
173,2,303,340,107,139
174,1,167,197,308,343
174,2,303,340,107,139
175,1,168,198,308,343
175,2,303,340,107,139
176,1,168,198,308,343
176,2,303,340,107,139
177,1,169,199,308,343
177,2,303,340,107,139
178,1,169,199,308,343
178,2,303,340,106,138
179,1,169,199,308,343
179,2,303,340,106,138
180,1,170,200,308,343
180,2,303,340,106,138
181,1,170,200,308,343
181,2,303,340,106,138
182,1,171,201,308,343
182,2,303,340,106,138
183,1,171,201,308,343
183,2,303,340,106,138
184,1,171,201,309,344
184,2,303,340,105,137
185,1,172,202,309,344
185,2,302,339,105,137
186,1,172,202,309,344
186,2,302,339,105,137
187,1,173,203,309,344
187,2,302,339,105,137
188,1,173,203,309,344
188,2,302,339,105,137
189,1,173,203,309,344
189,2,302,339,105,137
190,1,174,204,309,344
190,2,302,339,104,136
191,1,174,204,309,344
191,2,302,339,104,136
192,1,175,205,309,344
192,2,302,339,104,136
193,1,175,205,309,344
193,2,302,339,104,136
194,1,175,205,309,344
194,2,302,339,104,136
195,1,176,206,309,344
195,2,302,339,104,136
196,1,176,206,309,344
196,2,302,339,103,135
197,1,177,207,309,344
197,2,302,339,103,135
198,1,177,207,309,344
198,2,302,339,103,135
199,1,178,208,310,345
199,2,302,339,103,135
200,1,178,208,310,345
200,2,301,338,103,135
201,1,178,208,310,345
201,2,301,338,103,135
202,1,179,209,310,345
202,2,301,338,102,134
203,1,179,209,310,345
203,2,301,338,102,134
204,1,180,210,310,345
204,2,301,338,102,134
205,1,180,210,310,345
205,2,301,338,102,134
206,1,180,210,310,345
206,2,301,338,102,134
207,1,181,211,310,345
207,2,301,338,102,134
208,1,181,211,310,345
208,2,301,338,101,133
209,1,182,212,310,345
209,2,301,338,101,133
210,1,182,212,310,345
210,2,301,338,101,133
211,1,182,212,310,345
211,2,301,338,101,133
212,1,183,213,310,345
212,2,301,338,101,133
213,1,183,213,310,345
213,2,301,338,101,133
214,1,184,214,311,346
214,2,301,338,100,132
215,1,184,214,311,346
215,2,300,337,100,132
216,1,184,214,311,346
216,2,300,337,100,132
217,1,185,215,311,346
217,2,300,337,100,132
218,1,185,215,311,346
218,2,300,337,100,132
219,1,186,216,311,346
219,2,300,337,100,132
220,1,186,216,311,346
220,2,300,337,99,131
221,1,187,217,311,346
221,2,300,337,99,131
222,1,187,217,311,346
222,2,300,337,99,131
223,1,187,217,311,346
223,2,300,337,99,131
224,1,188,218,311,346
224,2,300,337,99,131
225,1,188,218,311,346
225,2,300,337,99,131
226,1,189,219,311,346
226,2,300,337,98,130
227,1,189,219,311,346
227,2,300,337,98,130
228,1,189,219,311,346
228,2,300,337,98,130
229,1,190,220,311,346
229,2,300,337,98,130
230,1,190,220,312,347
230,2,300,337,98,130
231,1,191,221,312,347
231,2,299,336,98,130
232,1,191,221,312,347
232,2,299,336,97,129
233,1,191,221,312,347
233,2,299,336,97,129
234,1,192,222,312,347
234,2,299,336,97,129
235,1,192,222,312,347
235,2,299,336,97,129
236,1,193,223,312,347
236,2,299,336,97,129
237,1,193,223,312,347
237,2,299,336,97,129
238,1,193,223,312,347
238,2,299,336,97,129
239,1,194,224,312,347
239,2,299,336,96,128
240,1,194,224,312,347
240,2,299,336,96,128
241,1,195,225,312,347
241,2,299,336,96,128
242,1,195,225,312,347
242,2,299,336,96,128
243,1,196,226,312,347
243,2,299,336,96,128
244,1,196,226,312,347
244,2,299,336,96,128
245,1,196,226,313,348
245,2,299,336,95,127
246,1,197,227,313,348
246,2,298,335,95,127
247,1,197,227,313,348
247,2,298,335,95,127
248,1,198,228,313,348
248,2,298,335,95,127
249,1,198,228,313,348
249,2,298,335,95,127
250,1,198,228,313,348
250,2,298,335,95,127
251,1,199,229,313,348
251,2,298,335,94,126
252,1,199,229,313,348
252,2,298,335,94,126
253,1,200,230,313,348
253,2,298,335,94,126
254,1,200,230,313,348
254,2,298,335,94,126
255,1,200,230,313,348
255,2,298,335,94,126
256,1,201,231,313,348
256,2,298,335,94,126
257,1,201,231,313,348
257,2,298,335,93,125
258,1,202,232,313,348
258,2,298,335,93,125
259,1,202,232,313,348
259,2,298,335,93,125
260,1,202,232,314,349
260,2,298,335,93,125
261,1,203,233,314,349
261,2,297,334,93,125
262,1,203,233,314,349
262,2,297,334,93,125
263,1,204,234,314,349
263,2,297,334,92,124
264,1,204,234,314,349
264,2,297,334,92,124
265,1,205,235,314,349
265,2,297,334,92,124
266,1,205,235,314,349
266,2,297,334,92,124
267,1,205,235,314,349
267,2,297,334,92,124
268,1,206,236,314,349
268,2,297,334,92,124
269,1,206,236,314,349
269,2,297,334,91,123
270,1,207,237,314,349
270,2,297,334,91,123
271,1,207,237,314,349
271,2,297,334,91,123
272,1,207,237,314,349
272,2,297,334,91,123
273,1,208,238,314,349
273,2,297,334,91,123
274,1,208,238,314,349
274,2,297,334,91,123
275,1,209,239,315,350
275,2,297,334,90,122
276,1,209,239,315,350
276,2,296,333,90,122
277,1,209,239,315,350
277,2,296,333,90,122
278,1,210,240,315,350
278,2,296,333,90,122
279,1,210,240,315,350
279,2,296,333,90,122
280,1,211,241,315,350
280,2,296,333,90,122
281,1,211,241,315,350
281,2,296,333,89,121
282,1,211,241,315,350
282,2,296,333,89,121
283,1,212,242,315,350
283,2,296,333,89,121
284,1,212,242,315,350
284,2,296,333,89,121
285,1,213,243,315,350
285,2,296,333,89,121
286,1,213,243,315,350
286,2,296,333,89,121
287,1,214,244,315,350
287,2,296,333,88,120
288,1,214,244,315,350
288,2,296,333,88,120
289,1,214,244,315,350
289,2,296,333,88,120
290,1,215,245,316,351
290,2,296,333,88,120
291,1,215,245,316,351
291,2,295,332,88,120
292,1,216,246,316,351
292,2,295,332,88,120
293,1,216,246,316,351
293,2,295,332,87,119
294,1,216,246,316,351
294,2,295,332,87,119
295,1,217,247,316,351
295,2,295,332,87,119
296,1,217,247,316,351
296,2,295,332,87,119
297,1,218,248,316,351
297,2,295,332,87,119
298,1,218,248,316,351
298,2,295,332,87,119
299,1,218,248,316,351
299,2,295,332,86,118
300,1,219,249,316,351
300,2,295,332,86,118
301,1,219,249,316,351
301,2,295,332,86,118
302,1,220,250,316,351
302,2,295,332,86,118
303,1,220,250,316,351
303,2,295,332,86,118
304,1,221,251,316,351
304,2,295,332,86,118
305,1,221,251,317,352
305,2,295,332,85,117
306,1,221,251,317,352
306,2,295,332,85,117
307,1,222,252,317,352
307,2,294,331,85,117
308,1,222,252,317,352
308,2,294,331,85,117
309,1,223,253,317,352
309,2,294,331,85,117
310,1,223,253,317,352
310,2,294,331,85,117
311,1,223,253,317,352
311,2,294,331,84,116
312,1,224,254,317,352
312,2,294,331,84,116
313,1,224,254,317,352
313,2,294,331,84,116
314,1,225,255,317,352
314,2,294,331,84,116
315,1,225,255,317,352
315,2,294,331,84,116
316,1,225,255,317,352
316,2,294,331,84,116
317,1,226,256,317,352
317,2,294,331,83,115
318,1,226,256,317,352
318,2,294,331,83,115
319,1,227,257,317,352
319,2,294,331,83,115
320,1,227,257,318,353
320,2,294,331,83,115
321,1,227,257,318,353
321,2,294,331,83,115
322,1,228,258,318,353
322,2,293,330,83,115
323,1,228,258,318,353
323,2,293,330,82,114
324,1,229,259,318,353
324,2,293,330,82,114
325,1,229,259,318,353
325,2,293,330,82,114
326,1,230,260,318,353
326,2,293,330,82,114
327,1,230,260,318,353
327,2,293,330,82,114
328,1,230,260,318,353
328,2,293,330,82,114
329,1,231,261,318,353
329,2,293,330,81,113
330,1,231,261,318,353
330,2,293,330,81,113
331,1,232,262,318,353
331,2,293,330,81,113
332,1,232,262,318,353
332,2,293,330,81,113
333,1,232,262,318,353
333,2,293,330,81,113
334,1,233,263,318,353
334,2,293,330,81,113
335,1,233,263,319,354
335,2,293,330,80,112
336,1,234,264,319,354
336,2,293,330,80,112
337,1,234,264,319,354
337,2,292,329,80,112
338,1,234,264,319,354
338,2,292,329,80,112
339,1,235,265,319,354
339,2,292,329,80,112
340,1,235,265,319,354
340,2,292,329,80,112
341,1,236,266,319,354
341,2,292,329,79,111
342,1,236,266,319,354
342,2,292,329,79,111
343,1,236,266,319,354
343,2,292,329,79,111
344,1,237,267,319,354
344,2,292,329,79,111
345,1,237,267,319,354
345,2,292,329,79,111
346,1,238,268,319,354
346,2,292,329,79,111
347,1,238,268,319,354
347,2,292,329,78,110
348,1,239,269,319,354
348,2,292,329,78,110
349,1,239,269,319,354
349,2,292,329,78,110
350,1,239,269,319,354
350,2,292,329,78,110
351,1,240,270,320,355
351,2,292,329,78,110
352,1,240,270,320,355
352,2,291,328,78,110
353,1,241,271,320,355
353,2,291,328,77,109
354,1,241,271,320,355
354,2,291,328,77,109
355,1,241,271,320,355
355,2,291,328,77,109
356,1,242,272,320,355
356,2,291,328,77,109
357,1,242,272,320,355
357,2,291,328,77,109
358,1,243,273,320,355
358,2,291,328,77,109
359,1,243,273,320,355
359,2,291,328,77,109
360,1,243,273,320,355
360,2,291,328,76,108
361,1,244,274,320,355
361,2,291,328,76,108
362,1,244,274,320,355
362,2,291,328,76,108
363,1,245,275,320,355
363,2,291,328,76,108
364,1,245,275,320,355
364,2,291,328,76,108
365,1,245,275,320,355
365,2,291,328,76,108
366,1,246,276,321,356
366,2,291,328,75,107
367,1,246,276,321,356
367,2,290,327,75,107
368,1,247,277,321,356
368,2,290,327,75,107
369,1,247,277,321,356
369,2,290,327,75,107
370,1,248,278,321,356
370,2,290,327,75,107
371,1,248,278,321,356
371,2,290,327,75,107
372,1,248,278,321,356
372,2,290,327,74,106
373,1,249,279,321,356
373,2,290,327,74,106
374,1,249,279,321,356
374,2,290,327,74,106
375,1,250,280,321,356
375,2,290,327,74,106
376,1,250,280,321,356
376,2,290,327,74,106
377,1,250,280,321,356
377,2,290,327,74,106
378,1,251,281,321,356
378,2,290,327,73,105
379,1,251,281,321,356
379,2,290,327,73,105
380,1,252,282,321,356
380,2,290,327,73,105
381,1,252,282,322,357
381,2,290,327,73,105
382,1,252,282,322,357
382,2,290,327,73,105
383,1,253,283,322,357
383,2,289,326,73,105
384,1,253,283,322,357
384,2,289,326,72,104
385,1,254,284,322,357
385,2,289,326,72,104
386,1,254,284,322,357
386,2,289,326,72,104
387,1,254,284,322,357
387,2,289,326,72,104
388,1,255,285,322,357
388,2,289,326,72,104
389,1,255,285,322,357
389,2,289,326,72,104
390,1,256,286,322,357
390,2,289,326,71,103
391,1,256,286,322,357
391,2,289,326,71,103
392,1,257,287,322,357
392,2,289,326,71,103
393,1,257,287,322,357
393,2,289,326,71,103
394,1,257,287,322,357
394,2,289,326,71,103
395,1,258,288,322,357
395,2,289,326,71,103
396,1,258,288,323,358
396,2,289,326,70,102
397,1,259,289,323,358
397,2,289,326,70,102
398,1,259,289,323,358
398,2,288,325,70,102
399,1,259,289,323,358
399,2,288,325,70,102
